avg_commit_ms,avg_mongo_ms,avg_ms,avg_route_ms,avg_sql_ms,coord_overhead_ms_est,experiment,max_ms,metadata_load_avg_ms,min_ms,mode,n,p50_ms,p95_ms,p99_ms,throughput_ops_sec
,,30.240389999969466,,,30.240389999969466,ingestion_latency_http,67.69199999962439,0.8015980000254785,10.879899999963527,hybrid,200,28.448200000184443,49.51903499982108,65.59107200014294,32.81233686116323
,,26.667365500002234,,,,logical_query_latency_http,86.29770000015924,0.8015980000254785,14.2494000001534,hybrid,200,24.37359999976252,41.82202499976029,68.89607299988698,
